year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2014,H,Accommodation and Food Services,i_Industry_Total,Activity unit,18816,COUNT
2014,H,Accommodation and Food Services,i_Industry_Total,Rolling mean employees,128913,COUNT
2014,H,Accommodation and Food Services,i_Industry_Total,Salaries and wages paid,3043,DOLLARS(millions)
2014,H,Accommodation and Food Services,i_Industry_Total,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2014,H,Accommodation and Food Services,i_Industry_Total,Total income,11000,DOLLARS(millions)
2014,H,Accommodation and Food Services,i_Industry_Total,Total expenditure,10420,DOLLARS(millions)
2014,H,Accommodation and Food Services,i_Industry_Total,Operating profit before tax,C,DOLLARS(millions)
2014,H,Accommodation and Food Services,i_Industry_Total,Total assets,11816,DOLLARS(millions)
2014,H,Accommodation and Food Services,i_Industry_Total,Fixed tangible assets,7259,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",a_0,Activity unit,9060,COUNT
2014,I,"Transport, Postal and Warehousing",a_0,Rolling mean employees,0,COUNT
2014,I,"Transport, Postal and Warehousing",a_0,Salaries and wages paid,120,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",a_0,"Sales, government funding, grants and subsidies",1450,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",a_0,Total income,1466,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",a_0,Total expenditure,1235,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",a_0,Operating profit before tax,239,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",a_0,Total assets,2129,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",a_0,Fixed tangible assets,1040,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",b_1-5,Activity unit,3813,COUNT
2014,I,"Transport, Postal and Warehousing",b_1-5,Rolling mean employees,7560,COUNT
2014,I,"Transport, Postal and Warehousing",b_1-5,Salaries and wages paid,371,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",b_1-5,"Sales, government funding, grants and subsidies",1561,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",b_1-5,Total income,1585,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",b_1-5,Total expenditure,1442,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,143,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",b_1-5,Total assets,1592,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",b_1-5,Fixed tangible assets,802,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",c_6-9,Activity unit,672,COUNT
2014,I,"Transport, Postal and Warehousing",c_6-9,Rolling mean employees,4875,COUNT
2014,I,"Transport, Postal and Warehousing",c_6-9,Salaries and wages paid,213,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",c_6-9,"Sales, government funding, grants and subsidies",789,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",c_6-9,Total income,797,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",c_6-9,Total expenditure,755,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,43,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",c_6-9,Total assets,587,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",c_6-9,Fixed tangible assets,C,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",d_10-19,Activity unit,471,COUNT
2014,I,"Transport, Postal and Warehousing",d_10-19,Rolling mean employees,6369,COUNT
2014,I,"Transport, Postal and Warehousing",d_10-19,Salaries and wages paid,320,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",d_10-19,"Sales, government funding, grants and subsidies",1142,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",d_10-19,Total income,1157,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",d_10-19,Total expenditure,1165,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",d_10-19,Operating profit before tax,-10,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",d_10-19,Total assets,4294,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",d_10-19,Fixed tangible assets,C,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",e_20-49,Activity unit,306,COUNT
2014,I,"Transport, Postal and Warehousing",e_20-49,Rolling mean employees,8835,COUNT
2014,I,"Transport, Postal and Warehousing",e_20-49,Salaries and wages paid,510,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",e_20-49,"Sales, government funding, grants and subsidies",2059,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",e_20-49,Total income,2143,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",e_20-49,Total expenditure,1974,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",e_20-49,Operating profit before tax,128,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",e_20-49,Total assets,2108,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",e_20-49,Fixed tangible assets,1256,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",f_50-99,Activity unit,117,COUNT
2014,I,"Transport, Postal and Warehousing",f_50-99,Rolling mean employees,7929,COUNT
2014,I,"Transport, Postal and Warehousing",f_50-99,Salaries and wages paid,400,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",f_50-99,"Sales, government funding, grants and subsidies",1604,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",f_50-99,Total income,1649,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",f_50-99,Total expenditure,1514,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",f_50-99,Operating profit before tax,143,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",f_50-99,Total assets,2263,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",f_50-99,Fixed tangible assets,1497,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",g_100-199,Activity unit,66,COUNT
2014,I,"Transport, Postal and Warehousing",g_100-199,Rolling mean employees,8829,COUNT
2014,I,"Transport, Postal and Warehousing",g_100-199,Salaries and wages paid,515,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",g_100-199,"Sales, government funding, grants and subsidies",1827,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",g_100-199,Total income,1860,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",g_100-199,Total expenditure,1733,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",g_100-199,Operating profit before tax,C,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",g_100-199,Total assets,1864,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",g_100-199,Fixed tangible assets,1036,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",h_200+,Activity unit,60,COUNT
2014,I,"Transport, Postal and Warehousing",h_200+,Rolling mean employees,39684,COUNT
2014,I,"Transport, Postal and Warehousing",h_200+,Salaries and wages paid,2826,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",h_200+,"Sales, government funding, grants and subsidies",11071,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",h_200+,Total income,12100,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",h_200+,Total expenditure,10572,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",h_200+,Operating profit before tax,1260,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",h_200+,Total assets,19643,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",h_200+,Fixed tangible assets,11484,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",i_Industry_Total,Activity unit,14562,COUNT
2014,I,"Transport, Postal and Warehousing",i_Industry_Total,Rolling mean employees,84078,COUNT
2014,I,"Transport, Postal and Warehousing",i_Industry_Total,Salaries and wages paid,5274,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",i_Industry_Total,"Sales, government funding, grants and subsidies",21502,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",i_Industry_Total,Total income,22755,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",i_Industry_Total,Total expenditure,20391,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",i_Industry_Total,Operating profit before tax,C,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",i_Industry_Total,Total assets,34480,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",i_Industry_Total,Fixed tangible assets,21217,DOLLARS(millions)
2014,J,Information Media and Telecommunications,a_0,Activity unit,3579,COUNT
2014,J,Information Media and Telecommunications,a_0,Rolling mean employees,0,COUNT
2014,J,Information Media and Telecommunications,a_0,Salaries and wages paid,97,DOLLARS(millions)
2014,J,Information Media and Telecommunications,a_0,"Sales, government funding, grants and subsidies",1854,DOLLARS(millions)
2014,J,Information Media and Telecommunications,a_0,Total income,1968,DOLLARS(millions)
2014,J,Information Media and Telecommunications,a_0,Total expenditure,1356,DOLLARS(millions)
2014,J,Information Media and Telecommunications,a_0,Operating profit before tax,625,DOLLARS(millions)
2014,J,Information Media and Telecommunications,a_0,Total assets,C,DOLLARS(millions)
2014,J,Information Media and Telecommunications,a_0,Fixed tangible assets,647,DOLLARS(millions)
2014,J,Information Media and Telecommunications,b_1-5,Activity unit,1014,COUNT
2014,J,Information Media and Telecommunications,b_1-5,Rolling mean employees,1707,COUNT
2014,J,Information Media and Telecommunications,b_1-5,Salaries and wages paid,132,DOLLARS(millions)
2014,J,Information Media and Telecommunications,b_1-5,"Sales, government funding, grants and subsidies",705,DOLLARS(millions)
2014,J,Information Media and Telecommunications,b_1-5,Total income,712,DOLLARS(millions)
2014,J,Information Media and Telecommunications,b_1-5,Total expenditure,654,DOLLARS(millions)
2014,J,Information Media and Telecommunications,b_1-5,Operating profit before tax,62,DOLLARS(millions)
2014,J,Information Media and Telecommunications,b_1-5,Total assets,C,DOLLARS(millions)
2014,J,Information Media and Telecommunications,b_1-5,Fixed tangible assets,52,DOLLARS(millions)
2014,J,Information Media and Telecommunications,c_6-9,Activity unit,168,COUNT
2014,J,Information Media and Telecommunications,c_6-9,Rolling mean employees,1152,COUNT
2014,J,Information Media and Telecommunications,c_6-9,Salaries and wages paid,60,DOLLARS(millions)
2014,J,Information Media and Telecommunications,c_6-9,"Sales, government funding, grants and subsidies",381,DOLLARS(millions)
2014,J,Information Media and Telecommunications,c_6-9,Total income,395,DOLLARS(millions)
2014,J,Information Media and Telecommunications,c_6-9,Total expenditure,380,DOLLARS(millions)
2014,J,Information Media and Telecommunications,c_6-9,Operating profit before tax,13,DOLLARS(millions)
2014,J,Information Media and Telecommunications,c_6-9,Total assets,296,DOLLARS(millions)
2014,J,Information Media and Telecommunications,c_6-9,Fixed tangible assets,35,DOLLARS(millions)
2014,J,Information Media and Telecommunications,d_10-19,Activity unit,114,COUNT
2014,J,Information Media and Telecommunications,d_10-19,Rolling mean employees,1524,COUNT
2014,J,Information Media and Telecommunications,d_10-19,Salaries and wages paid,66,DOLLARS(millions)
2014,J,Information Media and Telecommunications,d_10-19,"Sales, government funding, grants and subsidies",376,DOLLARS(millions)
2014,J,Information Media and Telecommunications,d_10-19,Total income,379,DOLLARS(millions)
2014,J,Information Media and Telecommunications,d_10-19,Total expenditure,384,DOLLARS(millions)
2014,J,Information Media and Telecommunications,d_10-19,Operating profit before tax,25,DOLLARS(millions)
2014,J,Information Media and Telecommunications,d_10-19,Total assets,411,DOLLARS(millions)
2014,J,Information Media and Telecommunications,d_10-19,Fixed tangible assets,91,DOLLARS(millions)
2014,J,Information Media and Telecommunications,e_20-49,Activity unit,54,COUNT
2014,J,Information Media and Telecommunications,e_20-49,Rolling mean employees,1614,COUNT
2014,J,Information Media and Telecommunications,e_20-49,Salaries and wages paid,99,DOLLARS(millions)
2014,J,Information Media and Telecommunications,e_20-49,"Sales, government funding, grants and subsidies",512,DOLLARS(millions)
2014,J,Information Media and Telecommunications,e_20-49,Total income,516,DOLLARS(millions)
2014,J,Information Media and Telecommunications,e_20-49,Total expenditure,479,DOLLARS(millions)
2014,J,Information Media and Telecommunications,e_20-49,Operating profit before tax,40,DOLLARS(millions)
2014,J,Information Media and Telecommunications,e_20-49,Total assets,453,DOLLARS(millions)
2014,J,Information Media and Telecommunications,e_20-49,Fixed tangible assets,179,DOLLARS(millions)
2014,J,Information Media and Telecommunications,f_50-99,Activity unit,30,COUNT
2014,J,Information Media and Telecommunications,f_50-99,Rolling mean employees,2067,COUNT
2014,J,Information Media and Telecommunications,f_50-99,Salaries and wages paid,98,DOLLARS(millions)
2014,J,Information Media and Telecommunications,f_50-99,"Sales, government funding, grants and subsidies",396,DOLLARS(millions)
2014,J,Information Media and Telecommunications,f_50-99,Total income,414,DOLLARS(millions)
2014,J,Information Media and Telecommunications,f_50-99,Total expenditure,405,DOLLARS(millions)
2014,J,Information Media and Telecommunications,f_50-99,Operating profit before tax,11,DOLLARS(millions)
2014,J,Information Media and Telecommunications,f_50-99,Total assets,516,DOLLARS(millions)
2014,J,Information Media and Telecommunications,f_50-99,Fixed tangible assets,69,DOLLARS(millions)
2014,J,Information Media and Telecommunications,g_100-199,Activity unit,12,COUNT
2014,J,Information Media and Telecommunications,g_100-199,Rolling mean employees,1638,COUNT
2014,J,Information Media and Telecommunications,g_100-199,Salaries and wages paid,99,DOLLARS(millions)
2014,J,Information Media and Telecommunications,g_100-199,"Sales, government funding, grants and subsidies",395,DOLLARS(millions)
2014,J,Information Media and Telecommunications,g_100-199,Total income,397,DOLLARS(millions)
2014,J,Information Media and Telecommunications,g_100-199,Total expenditure,381,DOLLARS(millions)
2014,J,Information Media and Telecommunications,g_100-199,Operating profit before tax,C,DOLLARS(millions)
2014,J,Information Media and Telecommunications,g_100-199,Total assets,352,DOLLARS(millions)
2014,J,Information Media and Telecommunications,g_100-199,Fixed tangible assets,185,DOLLARS(millions)
2014,J,Information Media and Telecommunications,h_200+,Activity unit,18,COUNT
2014,J,Information Media and Telecommunications,h_200+,Rolling mean employees,25452,COUNT
2014,J,Information Media and Telecommunications,h_200+,Salaries and wages paid,1679,DOLLARS(millions)
2014,J,Information Media and Telecommunications,h_200+,"Sales, government funding, grants and subsidies",8585,DOLLARS(millions)
2014,J,Information Media and Telecommunications,h_200+,Total income,8881,DOLLARS(millions)
2014,J,Information Media and Telecommunications,h_200+,Total expenditure,8945,DOLLARS(millions)
2014,J,Information Media and Telecommunications,h_200+,Operating profit before tax,6,DOLLARS(millions)
2014,J,Information Media and Telecommunications,h_200+,Total assets,17836,DOLLARS(millions)
2014,J,Information Media and Telecommunications,h_200+,Fixed tangible assets,5966,DOLLARS(millions)
2014,J,Information Media and Telecommunications,i_Industry_Total,Activity unit,4989,COUNT
2014,J,Information Media and Telecommunications,i_Industry_Total,Rolling mean employees,35154,COUNT
2014,J,Information Media and Telecommunications,i_Industry_Total,Salaries and wages paid,2331,DOLLARS(millions)
2014,J,Information Media and Telecommunications,i_Industry_Total,"Sales, government funding, grants and subsidies",13204,DOLLARS(millions)
2014,J,Information Media and Telecommunications,i_Industry_Total,Total income,13663,DOLLARS(millions)
2014,J,Information Media and Telecommunications,i_Industry_Total,Total expenditure,12982,DOLLARS(millions)
